"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"GRANULES.NS, Long, 2026-04-28 (Price: 705.15)",2026-05-11 (Price: 755.6),"7.15%, 13 days","70.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-04-28",Already confirmed,"2026-05-11 (Price: 755.6), 7.15% above",13 days,"2, 2020-01-10 (Price: 137.0)",2026-04-28 (Price: 705.15),2026-04-28 (Price: 705.15),13/13/13 days,7.15% above/7.15% above/7.15% above,2020-01-10 (Price: 137.0)/2026-04-28 (Price: 698.0936),9.57%/1.56%/4.34%,"15.65%, 34.75%",1.2 month/6 days/16 days,2026-06-19/2026-05-06/2026-05-21,5.43%,19.43%,-14.0%,-0.0,0.92,725.3878/735.7535/1046.04/No Horizontal Resistance/732.8952/884.591/No EMA 200 Target,554.35/229.525/696.635/643.2768/No F-Track Level/No F-Track Level/556.25,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),696.0
"QQQ, Long, 2026-04-27 (Price: 664.23)",2026-05-06 (Price: 695.77),"4.75%, 9 days","75.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-04-27",Already confirmed,"2026-05-11 (Price: 713.29), 7.39% above",14 days,"0, 2024-07-10 (Price: 503.52)",2026-04-23 (Price: 651.42),2026-04-27 (Price: 664.23),18/14/14 days,9.5% above/7.39% above/7.39% above,2024-07-10 (Price: 503.52)/2026-04-27 (Price: 655.9057),6.55%/0.6%/3.34%,"2.59%, 22.88%",27 days/6 days/13 days,2026-06-05/2026-05-05/2026-05-15,11.2%,13.97%,-2.77%,0.42,0.86,699.4342/686.4153/760.66/No Horizontal Resistance/836.2536/910.0135/No EMA 200 Target,558.28/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/601.9,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),663.385
"^NDX, Long, 2026-04-27 (Price: 27305.6777)",2026-05-06 (Price: 28599.1719),"4.74%, 9 days","91.67%, Past 4 years, 24","Daily, is CONFIRMED on 2026-04-27",Already confirmed,"2026-05-11 (Price: 29320.6562), 7.38% above",14 days,"0, 2024-07-10 (Price: 20690.9707)",2026-04-23 (Price: 26782.625),2026-04-27 (Price: 27305.6777),18/14/14 days,9.48% above/7.38% above/7.38% above,2024-07-10 (Price: 20690.9707)/2026-04-27 (Price: 26964.5105),6.54%/0.57%/3.5%,"2.59%, 22.93%",3.3 months/6 days/22 days,2026-09-17/2026-05-05/2026-05-28,11.76%,13.99%,-2.23%,1.07,0.85,28449.7856/28261.3764/31274.5/No Horizontal Resistance/33965.62/36701.6323/No EMA 200 Target,22953.38/10555.915/25025.4383/22796.2371/No F-Track Level/No F-Track Level/24734.01,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),27278.2754
"TD, Long, 2026-04-27 (Price: 105.64)",2026-05-06 (Price: 108.6),"2.8%, 9 days","92.86%, Past 4 years, 28","Daily, is CONFIRMED on 2026-04-27",Already confirmed,"2026-05-11 (Price: 107.09), 1.37% above",14 days,"6, 2020-02-11 (Price: 57.21)",2026-04-24 (Price: 105.03),2026-04-27 (Price: 105.64),17/14/14 days,1.96% above/1.37% above/1.37% above,2020-02-11 (Price: 57.21)/2026-04-27 (Price: 104.5796),8.73%/0.22%/2.84%,"7.15%, 16.74%",3.3 months/6 days/18 days,2026-09-17/2026-05-05/2026-05-23,11.87%,11.96%,-0.09%,0.53,0.75,112.1686/108.6402/134.7/No Horizontal Resistance/115.2091/125.1041/No EMA 200 Target,91.37/54.526/97.2953/75.6865/No F-Track Level/No F-Track Level/86.62,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),105.19
"ARM, Long, 2026-04-23 (Price: 204.61)",2026-05-11 (Price: 212.65),"3.93%, 18 days","85.71%, Past 4 years, 7","Daily, is CONFIRMED on 2026-04-23",Already confirmed,"2026-05-11 (Price: 212.65), 3.93% above",18 days,"2, 2023-09-29 (Price: 56.79)",2026-04-22 (Price: 196.57),2026-04-23 (Price: 204.61),19/18/18 days,8.18% above/3.93% above/3.93% above,2023-09-29 (Price: 56.79)/2026-04-23 (Price: 181.4271),17.15%/3.03%/9.14%,"11.36%, 41.47%",1.8 month/10 days/25 days,2026-07-10/2026-05-07/2026-05-29,21.81%,36.96%,-15.15%,0.46,1.35,222.9431/223.3114/293.3/No Horizontal Resistance/209.6611/292.8214/No EMA 200 Target,114.38/165.49/155.9428/122.7432/No F-Track Level/No F-Track Level/139.36,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),194.16
"IBIT, Long, 2026-04-23 (Price: 44.05)",2026-05-06 (Price: 46.19),"4.86%, 13 days","100.0%, Past 4 years, 8","Daily, is CONFIRMED on 2026-04-23",Already confirmed,"2026-05-11 (Price: 46.47), 5.49% above",18 days,"2, 2026-03-04 (Price: 42.02)",2026-04-21 (Price: 42.51),2026-04-23 (Price: 44.05),20/18/18 days,9.32% above/5.49% above/5.49% above,2026-03-04 (Price: 42.02)/2026-04-23 (Price: 43.4919),7.07%/4.18%/5.87%,"-0.0%, 8.48%",1.8 month/6 days/23 days,2026-07-10/2026-05-01/2026-05-26,32.48%,18.15%,14.33%,1.51,0.79,49.3977/46.6357/45.27/70.855/88.9078/123.2518/53.99,37.4/41.99/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),43.982
"MCY.NZ, Long, 2026-04-23 (Price: 6.67)",2026-05-06 (Price: 6.8),"1.95%, 13 days","92.68%, Past 4 years, 41","Daily, is CONFIRMED on 2026-04-23",Already confirmed,"2026-05-11 (Price: 6.85), 2.7% above",18 days,"0, 2024-03-06 (Price: 7.25)",2026-04-22 (Price: 6.6),2026-04-23 (Price: 6.67),19/18/18 days,3.79% above/2.7% above/2.7% above,2024-03-06 (Price: 7.25)/2026-04-23 (Price: 6.5557),7.72%/1.3%/3.76%,"5.1%, 16.49%",4.9 months/4 days/1.2 month,2026-11-21/2026-04-28/2026-06-14,16.69%,4.55%,12.14%,0.91,0.23,6.8574/6.9208/7.02/7.072/7.8394/8.9737/No EMA 200 Target,6.45/5.13/6.4223/5.8309/No F-Track Level/No F-Track Level/6.43,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),6.6
"BDGI.TO, Long, 2026-04-23 (Price: 64.16)",2026-05-06 (Price: 83.81),"30.63%, 13 days","90.91%, Past 4 years, 33","Daily, is CONFIRMED on 2026-04-23",Already confirmed,"2026-05-11 (Price: 82.0), 27.81% above",18 days,"2, 2026-01-19 (Price: 82.57)",2026-04-21 (Price: 62.65),2026-04-23 (Price: 64.16),20/18/18 days,30.89% above/27.81% above/27.81% above,2026-01-19 (Price: 82.57)/2026-04-23 (Price: 62.4937),9.61%/1.64%/5.04%,"19.0%, 30.91%",3.2 months/6 days/26 days,2026-09-09/2026-05-01/2026-05-30,16.85%,12.89%,3.96%,0.28,0.64,66.566/67.3937/75.21/No Horizontal Resistance/79.9248/84.3122/66.02,60.35/24.32/58.0566/53.241/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),64.06
"MCY.NZ, Long, 2026-04-14 (Price: 6.6)",2026-05-06 (Price: 6.8),"3.03%, 22 days","92.68%, Past 4 years, 41","Daily, is CONFIRMED on 2026-04-14",Already confirmed,"2026-05-11 (Price: 6.85), 3.79% above",27 days,"2, 2025-04-10 (Price: 5.965)",2026-04-13 (Price: 6.55),2026-04-14 (Price: 6.6),28/27/27 days,4.58% above/3.79% above/3.79% above,2025-04-10 (Price: 5.965)/2026-04-14 (Price: 6.5413),7.72%/1.3%/3.76%,"5.1%, 16.49%",4.9 months/4 days/1.2 month,2026-11-12/2026-04-19/2026-06-05,16.69%,4.55%,12.14%,0.91,0.23,6.7855/6.8482/6.98/7.072/7.8394/8.9737/No EMA 200 Target,6.19/5.13/6.4223/5.8309/No F-Track Level/No F-Track Level/6.42,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),6.55
"ASML, Long, 2026-04-09 (Price: 1448.64)",2026-05-11 (Price: 1565.8101),"8.09%, 1.1 month","82.35%, Past 4 years, 17","Daily, is CONFIRMED on 2026-04-09",Already confirmed,"2026-05-11 (Price: 1565.8101), 8.09% above",1.1 month,"2, 2026-02-25 (Price: 1547.22)",2026-04-07 (Price: 1306.45),2026-04-09 (Price: 1448.64),34/32/32 days,19.85% above/8.09% above/8.09% above,2026-02-25 (Price: 1547.22)/2026-04-09 (Price: 1335.7358),21.88%/0.41%/8.76%,"34.28%, 51.77%",3.8 months/7 days/1 month,2026-09-21/2026-04-19/2026-05-22,11.58%,20.1%,-8.52%,0.12,0.9,1508.0342/1575.5409/1507.79/No Horizontal Resistance/1508.8624/1630.5302/No EMA 200 Target,1253.96/576.784/1338.7292/1224.19/No F-Track Level/No F-Track Level/1064.22,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),1412.12
"WMT, Long, 2026-04-09 (Price: 129.13)",2026-05-06 (Price: 130.08),"0.74%, 27 days","96.43%, Past 4 years, 28","Daily, is CONFIRMED on 2026-04-09",Already confirmed,"2026-05-11 (Price: 127.59), 1.19% below",1.1 month,"2, 2026-02-17 (Price: 134.69)",2026-04-08 (Price: 127.26),2026-04-09 (Price: 129.13),33/32/32 days,0.26% above/1.19% below/1.19% below,2026-02-17 (Price: 134.69)/2026-04-09 (Price: 122.4771),7.6%/0.71%/3.42%,"14.39%, 26.01%",3 months/6 days/24 days,2026-08-17/2026-04-17/2026-05-13,14.57%,14.59%,-0.02%,0.57,0.94,135.4961/133.5462/132.47/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,119.02/45.0344/85.5556/53.2582/No F-Track Level/No F-Track Level/109.87,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),127.09
"RELIANCE.NS, Long, 2026-03-23 (Price: 1407.8)",2026-05-07 (Price: 1436.2),"2.02%, 1.5 month","88.89%, Past 4 years, 27","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-05-11 (Price: 1388.2), 1.39% below",1.6 month,"2, 2026-01-05 (Price: 1611.8)",2026-03-19 (Price: 1384.8),2026-03-23 (Price: 1407.8),53/49/49 days,0.25% above/1.39% below/1.39% below,2026-01-05 (Price: 1611.8)/2026-03-23 (Price: 1383.5808),10.65%/0.45%/3.44%,"13.97%, 27.42%",5.7 months/7 days/1.3 month,2026-11-25/2026-04-02/2026-05-18,4.24%,9.08%,-4.84%,0.3,0.51,1449.3301/1456.2283/1530.2/1610.3/1879.7264/2065.5547/1448.89,1345.0/1024.7604/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),1400.0
"MEL.NZ, Long, 2026-03-05 (Price: 5.67)",2026-05-07 (Price: 5.95),"4.94%, 2.1 months","94.59%, Past 4 years, 37","Daily, is CONFIRMED on 2026-03-05",Already confirmed,"2026-05-11 (Price: 5.85), 3.17% above",2.2 months,"8, 2025-10-09 (Price: 6.05)",2026-03-05 (Price: 5.67),2026-03-05 (Price: 5.67),67/67/67 days,3.17% above/3.17% above/3.17% above,2025-10-09 (Price: 6.05)/2026-03-05 (Price: 5.5509),6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,2027-02-28/2026-04-02/2026-06-04,13.84%,2.96%,10.88%,0.23,0.15,5.8271/5.8169/5.9/6.825/7.4565/8.4564/5.72,5.56/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),5.6
"BBD-B.TO, Long, 2026-02-20 (Price: 276.88)",2026-05-06 (Price: 296.66),"7.14%, 2.5 months","71.43%, Past 4 years, 21","Daily, is CONFIRMED on 2026-02-20",Already confirmed,"2026-05-11 (Price: 273.99), 1.04% below",2.7 months,"8, 2020-02-18 (Price: 45.5)",2026-02-19 (Price: 275.84),2026-02-20 (Price: 276.88),81/80/80 days,0.67% below/1.04% below/1.04% below,2020-02-18 (Price: 45.5)/2026-02-20 (Price: 271.028),14.59%/1.21%/4.57%,"28.68%, 66.64%",11 days/6 days/7 days,2026-03-07/2026-02-28/2026-03-02,-10.87%,45.65%,-56.52%,-0.3,1.7,341.4761/289.5334/415.71/No Horizontal Resistance/675.785/850.042/No EMA 200 Target,232.61/53.275/273.2675/206.014/No F-Track Level/No F-Track Level/182.12,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),274.76
"MEL.NZ, Long, 2026-02-18 (Price: 5.64)",2026-05-07 (Price: 5.95),"5.5%, 2.6 months","94.59%, Past 4 years, 37","Daily, is CONFIRMED on 2026-02-18",Already confirmed,"2026-05-11 (Price: 5.85), 3.72% above",2.7 months,"6, 2025-10-09 (Price: 6.05)",2026-02-17 (Price: 5.6),2026-02-18 (Price: 5.64),83/82/82 days,4.46% above/3.72% above/3.72% above,2025-10-09 (Price: 6.05)/2026-02-18 (Price: 5.5593),6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,2027-02-13/2026-03-18/2026-05-20,13.84%,2.96%,10.88%,0.23,0.15,5.7962/5.7861/5.89/6.825/7.4565/8.4564/5.73,5.58/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),5.6
"CNR.TO, Long, 2026-02-15 (Price: 146.42)",2026-05-10 (Price: 152.71),"4.3%, 2.8 months","92.59%, Past 10 years, 27","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-05-11 (Price: 151.34), 3.36% above",2.8 months,"4, 2024-03-03 (Price: 178.38)",2026-02-08 (Price: 138.55),2026-02-15 (Price: 146.42),92/85/85 days,9.23% above/3.36% above/3.36% above,2024-03-03 (Price: 178.38)/2026-02-15 (Price: 133.1732),10.37%/1.53%/6.06%,"6.29%, 28.98%",1.3 year/28 days/3.7 months,2027-12-24/2026-03-27/2026-07-25,6.05%,6.79%,-0.74%,0.9,0.39,154.9416/155.2931/165.6/171.0825/218.156/349.4971/No EMA 200 Target,130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),138.58
"EEM, Long, 2026-02-08 (Price: 60.07)",2026-05-11 (Price: 67.89),"13.02%, 3.1 months","92.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-05-11 (Price: 67.89), 13.02% above",3.1 months,"2, 2016-04-24 (Price: 35.34)",2026-02-08 (Price: 60.07),2026-02-06 (Price: 60.07),92/94/92 days,13.02% above/13.02% above/13.02% above,2016-04-24 (Price: 35.34)/2026-02-08 (Price: 58.342),11.23%/1.19%/4.0%,"20.12%, 35.1%",1.4 year/28 days/3.8 months,2028-02-06/2026-03-20/2026-07-23,3.13%,1.56%,1.57%,0.12,-0.02,63.3438/62.4728/74.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/51.59,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),58.58
"CEN.NZ, Long, 2026-02-05 (Price: 9.65)",2026-05-08 (Price: 9.9),"2.59%, 3.1 months","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-02-05",Already confirmed,"2026-05-11 (Price: 9.8), 1.55% above",3.2 months,"2, 2025-11-14 (Price: 9.75)",2026-02-04 (Price: 9.57),2026-02-05 (Price: 9.65),96/95/95 days,2.4% above/1.55% above/1.55% above,2025-11-14 (Price: 9.75)/2026-02-05 (Price: 9.342),7.56%/0.63%/2.89%,"7.04%, 16.17%",3.4 months/10 days/1.4 month,2026-07-02/2026-02-19/2026-04-06,1.21%,5.44%,-4.23%,0.03,0.28,9.8131/9.9289/9.71/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.21,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),9.46
"AAPL, Long, 2026-02-04 (Price: 276.49)",2026-05-08 (Price: 293.32),"6.09%, 3.1 months","88.46%, Past 4 years, 26","Daily, is CONFIRMED on 2026-02-04",Already confirmed,"2026-05-11 (Price: 292.68), 5.86% above",3.2 months,"2, 2025-12-03 (Price: 288.62)",2026-02-02 (Price: 270.01),2026-02-04 (Price: 276.49),98/96/96 days,8.4% above/5.86% above/5.86% above,2025-12-03 (Price: 288.62)/2026-02-04 (Price: 265.982),7.36%/0.65%/2.8%,"13.77%, 30.22%",3 months/6 days/18 days,2026-06-14/2026-02-12/2026-03-02,1.87%,16.62%,-14.75%,0.14,0.88,No Target/284.2317/283.77/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,246.7/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/237.76,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),272.29
"ORCL, Long, 2026-01-26 (Price: 182.44)",2026-05-11 (Price: 193.84),"6.25%, 3.5 months","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-26",Already confirmed,"2026-05-11 (Price: 193.84), 6.25% above",3.5 months,"4, 2026-01-05 (Price: 201.69)",2026-01-23 (Price: 177.16),2026-01-26 (Price: 182.44),108/105/105 days,9.42% above/6.25% above/6.25% above,2026-01-05 (Price: 201.69)/2026-01-26 (Price: 174.5589),13.62%/0.99%/5.58%,"50.1%, 58.43%",3.2 months/6 days/1.1 month,2026-06-14/2026-02-03/2026-03-14,-1.22%,15.8%,-17.02%,0.06,0.73,198.5312/192.6202/193.99/No Horizontal Resistance/300.069/376.1425/218.9,173.88/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),179.1
"EEM, Long, 2026-01-25 (Price: 59.07)",2026-05-10 (Price: 67.94),"15.02%, 3.5 months","92.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-05-11 (Price: 67.89), 14.93% above",3.5 months,"2, 2016-04-24 (Price: 35.34)",2026-01-25 (Price: 59.07),2026-01-21 (Price: 58.26),106/110/106 days,14.93% above/16.53% above/14.93% above,2016-04-24 (Price: 35.34)/2026-01-25 (Price: 57.8607),11.23%/1.19%/4.0%,"20.12%, 35.1%",1.4 year/28 days/3.8 months,2028-01-23/2026-03-06/2026-07-09,3.13%,1.56%,1.57%,0.12,-0.02,62.2893/61.4328/73.31/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/50.68,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),57.35
"MEL.NZ, Long, 2026-01-23 (Price: 5.7)",2026-05-11 (Price: 5.85),"2.63%, 3.6 months","94.59%, Past 4 years, 37","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-05-11 (Price: 5.85), 2.63% above",3.6 months,"2, 2025-10-24 (Price: 6.0)",2026-01-22 (Price: 5.69),2026-01-23 (Price: 5.7),109/108/108 days,2.81% above/2.63% above/2.63% above,2025-10-24 (Price: 6.0)/2026-01-23 (Price: 5.5621),6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,2027-01-18/2026-02-20/2026-04-24,13.84%,2.96%,10.88%,0.23,0.15,5.8579/5.8476/5.88/6.825/7.4565/8.4564/5.73,5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),5.65
"XIU.TO, Long, 2026-01-18 (Price: 48.64)",2026-05-10 (Price: 50.09),"2.98%, 3.7 months","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-05-11 (Price: 50.06), 2.92% above",3.8 months,"2, 2016-03-20 (Price: 20.16)",2026-01-11 (Price: 48.22),2026-01-18 (Price: 48.64),120/113/113 days,3.82% above/2.92% above/2.92% above,2016-03-20 (Price: 20.16)/2026-01-18 (Price: 47.9139),4.78%/1.57%/2.92%,"-0.0%, 32.4%",1.1 year/28 days/3.7 months,2027-08-14/2026-02-27/2026-06-27,4.78%,4.53%,0.25%,1.33,0.22,49.5544/50.0603/65.73/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,35.35/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/42.5,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),48.27
"ASML, Long, 2026-01-18 (Price: 1358.5699)",2026-05-10 (Price: 1592.02),"17.18%, 3.7 months","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-05-11 (Price: 1565.8101), 15.25% above",3.8 months,"2, 2016-02-07 (Price: 92.74)",2026-01-18 (Price: 1358.5699),2026-01-15 (Price: 1331.6),113/116/113 days,15.25% above/17.59% above/15.25% above,2016-02-07 (Price: 92.74)/2026-01-18 (Price: 1258.5642),26.23%/2.69%/11.48%,"25.72%, 56.36%",8.9 months/1.2 month/3.3 months,2027-02-08/2026-03-11/2026-06-10,11.44%,16.81%,-5.37%,0.53,0.81,1497.144/1514.5337/2118.07/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,689.82/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/873.67,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),1256.0601
"BBD-B.TO, Long, 2026-01-16 (Price: 275.37)",2026-05-06 (Price: 296.66),"7.73%, 3.7 months","71.43%, Past 4 years, 21","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-05-11 (Price: 273.99), 0.5% below",3.8 months,"2, 2020-02-04 (Price: 38.5)",2026-01-15 (Price: 266.2),2026-01-16 (Price: 275.37),116/115/115 days,2.93% above/0.5% below/0.5% below,2020-02-04 (Price: 38.5)/2026-01-16 (Price: 255.3224),14.59%/1.21%/4.57%,"28.68%, 66.64%",11 days/6 days/7 days,2026-01-31/2026-01-24/2026-01-26,-10.87%,45.65%,-56.52%,-0.3,1.7,339.6138/287.9544/417.49/No Horizontal Resistance/675.785/850.042/No EMA 200 Target,209.07/53.275/273.2675/206.014/No F-Track Level/No F-Track Level/161.86,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),267.01
"MAR, Long, 2025-12-31 (Price: 310.24)",2026-05-11 (Price: 353.32),"13.89%, 4.4 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-05-11 (Price: 353.32), 13.89% above",4.4 months,"2, 2025-02-28 (Price: 307.52)",2025-11-30 (Price: 304.79),2025-12-31 (Price: 310.24),162/131/131 days,15.92% above/13.89% above/13.89% above,2025-02-28 (Price: 307.52)/2025-12-31 (Price: 259.98),30.2%/3.49%/14.0%,"0%, 34.42%",1.6 year/4.2 months/9.9 months,2028-04-13/2026-07-01/2027-03-06,8.97%,8.08%,0.89%,1.25,0.41,376.166/353.6736/311.87/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),302.43
"^STI, Long, 2025-12-31 (Price: 4646.21)",2026-04-30 (Price: 4912.6899),"5.74%, 4 months","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-05-11 (Price: 4942.77), 6.38% above",4.4 months,"10, 2002-03-31 (Price: 1848.99)",2025-12-31 (Price: 4646.21),2025-12-12 (Price: 4586.4502),131/150/131 days,6.38% above/7.77% above/6.38% above,2002-03-31 (Price: 1848.99)/2025-12-31 (Price: 4519.63),18.82%/5.74%/11.38%,"4.28%, 24.61%",7.1 months/4 months/5.3 months,2026-11-04/2026-06-22/2026-08-18,4.3%,3.1%,1.2%,0.65,0.09,5025.3407/5174.9487/6324.54/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3067.74/3046.5738/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4180.18,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),4531.5498
"TD.TO, Long, 2025-12-28 (Price: 129.16)",2026-05-03 (Price: 145.84),"12.91%, 4.2 months","90.62%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-05-11 (Price: 146.43), 13.37% above",4.5 months,"2, 2016-04-03 (Price: 56.47)",2025-12-14 (Price: 125.8),2025-12-23 (Price: 128.92),148/139/134 days,16.4% above/13.58% above/13.37% above,2016-04-03 (Price: 56.47)/2025-12-28 (Price: 124.0442),12.91%/2.49%/6.89%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-23/2026-02-06/2026-07-20,7.66%,6.06%,1.6%,0.66,0.34,139.5315/138.0591/172.77/No Horizontal Resistance/No Target/152.0396/No EMA 200 Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),128.25
